value;normdata_id;normdata_category;provider;docCount
"Verbandmaterial";"";"";"Haus des Dokumentarfilms";"1"
"Verbandstoff";"";"";"Haus des Dokumentarfilms";"1"
"Verbindung";"";"";"Haus des Dokumentarfilms";"3"
"Verbrauchermesse";"";"";"Haus des Dokumentarfilms";"1"
"Verbrennungsmotor";"";"";"Haus des Dokumentarfilms";"1"
"Verdun";"";"";"Haus des Dokumentarfilms";"1"
"Verehrungskniefall";"";"";"Technische Informationsbibliothek (TIB)";"5"
"Verein";"";"";"Haus des Dokumentarfilms";"13"
"Vereinigte Staaten von Amerika";"4078704-7";"avefi:GNDResource";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"15"
"Vereinigte Staaten von Amerika";"7012149";"avefi:TGNResource";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"15"
"Vereinigtes Königreich";"4022153-2";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Vereinigtes Königreich";"7008591";"avefi:TGNResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Vereinswesen";"";"";"Technische Informationsbibliothek (TIB)";"2"
"Vererbung";"";"";"Haus des Dokumentarfilms";"1"
"Verfassung";"4062787-1";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Verfolgung";"4127664-4";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Verfolgungsjagd";"4403453-2";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Verführung";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"4"
"Vergangenheit";"4316381-6";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"3"
"Vergewaltigung";"4042696-8";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"2"
"Vergewaltigungsvorwurf";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Vergnügungspark";"4199476-0";"avefi:GNDResource";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"2"
"Verhaltensforschung";"";"";"Haus des Dokumentarfilms";"1"
"Verkauf";"";"";"Haus des Dokumentarfilms";"1"
"Verkehr";"";"";"Haus des Dokumentarfilms";"31"
"Verkehr (Beförderung)";"4062901-6";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Verkehrserziehung";"";"";"Haus des Dokumentarfilms";"1"
"Verkehrsmittel";"";"";"Haus des Dokumentarfilms";"1"
"Verkehrspolizist";"";"";"Haus des Dokumentarfilms";"1"
"Verkehrssicherheit";"";"";"Haus des Dokumentarfilms";"8"
"Verkehrswesen > Luftfahrt";"";"";"Haus des Dokumentarfilms";"7"
"Verkehrswesen > Schienenverkehr";"";"";"Haus des Dokumentarfilms";"5"
"Verkehrswesen > Straßenverkehr";"";"";"Haus des Dokumentarfilms";"10"
"Verkehrswesen > Wasserverkehr";"";"";"Haus des Dokumentarfilms";"2"
"Verkehrszählung";"";"";"Haus des Dokumentarfilms";"1"
"Verkleidung";"4187854-1";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Verkäuferin";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"2"
"Verleger";"";"";"Haus des Dokumentarfilms";"1"
"Verleihung";"";"";"Haus des Dokumentarfilms";"1"
"Verletzung";"";"";"Haus des Dokumentarfilms";"1"
"Verlobte";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Verlobter";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Verlobung";"";"";"Haus des Dokumentarfilms";"10"
"Verlobungsfeier";"";"";"Haus des Dokumentarfilms";"1"
"Verlobungsgeschenk";"";"";"Haus des Dokumentarfilms";"1"
"Verlust (Emotion/Stimmung)";"4435594-4";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"7"
"Vermunt";"";"";"Haus des Dokumentarfilms";"3"
"Verona";"";"";"Haus des Dokumentarfilms";"3"
"Verrat";"4191646-3";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"4"
"Versailles";"";"";"Haus des Dokumentarfilms";"3"
"Versammlung";"";"";"Haus des Dokumentarfilms";"3"
"Versettla";"";"";"Haus des Dokumentarfilms";"1"
"Versprechen";"4078852-0";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Versteck";"4188038-9";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Versteigerung";"";"";"Haus des Dokumentarfilms";"2"
"Versöhnung";"4063213-1";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Versöhnungskirche (Berlin-Mitte)";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Vertriebene, Flüchtlinge";"";"";"Technische Informationsbibliothek (TIB)";"8"
"Vertriebener";"";"";"Haus des Dokumentarfilms";"3"
"Verwaltung";"";"";"Haus des Dokumentarfilms";"1"
"Verwandtenbesuch";"";"";"Haus des Dokumentarfilms";"1"
"Verwundete";"";"";"Haus des Dokumentarfilms";"1"
"Verwundeter";"";"";"Haus des Dokumentarfilms";"3"
"Verzweiflung";"4137001-6";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"2"
"Veränderungen des Körpers";"";"";"Technische Informationsbibliothek (TIB)";"4"
"Vespa";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Vesuv";"";"";"Haus des Dokumentarfilms";"1"
"Veteran";"4188196-5";"avefi:GNDResource";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"2"
"VfB Stuttgart";"";"";"Haus des Dokumentarfilms";"1"
"Viadukt";"";"";"Haus des Dokumentarfilms";"1"
"Victoriafälle";"";"";"Haus des Dokumentarfilms";"2"
"Videocolor";"";"";"Haus des Dokumentarfilms";"1"
"Viehprämierung";"";"";"Haus des Dokumentarfilms";"1"
"Viehstall";"";"";"Haus des Dokumentarfilms";"1"
"Viehzucht";"";"";"Haus des Dokumentarfilms";"2"
"Vierwaldstättersee";"";"";"Haus des Dokumentarfilms";"8"
"Vierziger Jahre";"";"";"Haus des Dokumentarfilms";"1"
"Vietnam";"4063514-4";"avefi:GNDResource";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"2"
"Vietnam";"1000145";"avefi:TGNResource";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"2"
"Vietnamkrieg <1946-1975>";"4063516-8";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Villa Empain";"";"";"Haus des Dokumentarfilms";"1"
"Villa Hammerschmidt";"";"";"Haus des Dokumentarfilms";"1"
"Villach";"";"";"Haus des Dokumentarfilms";"2"
"Villefranche";"";"";"Haus des Dokumentarfilms";"1"
"Villefranche sur Mer";"";"";"Haus des Dokumentarfilms";"1"
"Villingen";"";"";"Haus des Dokumentarfilms";"20"
"Villingen im Schwarzwald";"";"";"Haus des Dokumentarfilms";"1"
"Villingen-Schwenningen";"";"";"Haus des Dokumentarfilms";"24"
"Violinenbau";"";"";"Haus des Dokumentarfilms";"1"
"Violinist";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Vitry-sur-Seine";"";"";"Haus des Dokumentarfilms";"1"
"Vogel";"";"";"Haus des Dokumentarfilms";"29"
"VogelBlässhuhn";"";"";"Haus des Dokumentarfilms";"1"
"Vogelbeobachtung";"";"";"Haus des Dokumentarfilms";"1"
"Vogelfang";"";"";"Haus des Dokumentarfilms";"1"
"Vogelschutz";"";"";"Haus des Dokumentarfilms";"1"
"Vogelspinne";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Vogelspinnenfang";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Vogesen";"";"";"Haus des Dokumentarfilms";"1"
"Vogtland";"";"";"Haus des Dokumentarfilms";"1"
"Vogtsbauernhof";"";"";"Haus des Dokumentarfilms";"1"
"Voith AG";"";"";"Haus des Dokumentarfilms";"14"
"Voith Paper";"";"";"Haus des Dokumentarfilms";"1"
"Voith, Hanns";"";"";"Haus des Dokumentarfilms";"2"
"Volendam";"";"";"Haus des Dokumentarfilms";"3"
"Volk";"";"";"Haus des Dokumentarfilms";"17"
"Volksfest";"";"";"Haus des Dokumentarfilms";"15"
"Volksfürsorge";"";"";"Haus des Dokumentarfilms";"1"
"Volkshochschule";"4136151-9";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Volkskunst";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Volkspolizist";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Volkstanz";"";"";"Haus des Dokumentarfilms";"2"
"Volkstanzgruppe";"";"";"Haus des Dokumentarfilms";"1"
"Volkswagen";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"9"
"Volkswagen Werk";"";"";"Haus des Dokumentarfilms";"1"
"Volkswagen Wolfsburg";"";"";"Haus des Dokumentarfilms";"1"
"Voltigieren";"";"";"Haus des Dokumentarfilms";"2"
"Voralberg";"";"";"Haus des Dokumentarfilms";"1"
"Voralpen";"";"";"Haus des Dokumentarfilms";"1"
"Vorarlberg";"";"";"Haus des Dokumentarfilms";"21"
"Vorderer Orient";"";"";"Haus des Dokumentarfilms";"2"
"Vorfahren";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Vorschulunterricht";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Vorsitzender";"";"";"Haus des Dokumentarfilms";"2"
"Vorstand";"";"";"Haus des Dokumentarfilms";"2"
"Vue";"";"";"Haus des Dokumentarfilms";"1"
"Vulkan";"";"";"Haus des Dokumentarfilms";"7"
"Vyskov";"";"";"Haus des Dokumentarfilms";"1"
"Völkerkunde";"";"";"Haus des Dokumentarfilms";"50"
"Völlerei";"4335551-1";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"WIRTSCHAFT";"";"";"Haus des Dokumentarfilms";"67"
"WISSENSCHAFT UND FORSCHUNG";"";"";"Haus des Dokumentarfilms";"16"
"WWI";"";"";"Haus des Dokumentarfilms";"1"
"Waage";"";"";"Haus des Dokumentarfilms";"2"
"Wachsfigurenkabinett";"7567960-7";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Waffe";"";"";"Haus des Dokumentarfilms";"8"
"Wagenburgtunnel";"";"";"Haus des Dokumentarfilms";"1"
"Wagner, Gerhard";"";"";"Haus des Dokumentarfilms";"1"
"Wagner, Richard";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Wagner, Robert";"";"";"Haus des Dokumentarfilms";"1"
"Wahl";"";"";"Haus des Dokumentarfilms";"24"
"Wahlen";"";"";"Haus des Dokumentarfilms";"1"
"Wahlfilm";"";"";"Haus des Dokumentarfilms";"3"
"Wahlkampagne";"";"";"Haus des Dokumentarfilms";"1"
"Wahlkampf";"4064292-6";"avefi:GNDResource";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"6"
"Wahllokal";"";"";"Haus des Dokumentarfilms";"1"
"Wahlplakat";"";"";"Haus des Dokumentarfilms";"1"
"Wahlveranstaltung";"";"";"Haus des Dokumentarfilms";"1"
"Wahlwerbung";"";"";"Haus des Dokumentarfilms";"2"
"Wahnsinn";"4293233-6";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"4"
"Wahrnehmung";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"2"
"Wahrzeichen";"";"";"Haus des Dokumentarfilms";"1"
"Waiblingen";"";"";"Haus des Dokumentarfilms";"5"
"Waica";"";"";"Technische Informationsbibliothek (TIB)";"11"
"Waika";"";"";"Technische Informationsbibliothek (TIB)";"11"
"Waikiki";"";"";"Haus des Dokumentarfilms";"1"
"Waise";"4139277-2";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"2"
"Wal";"";"";"Haus des Dokumentarfilms";"1"
"Walchensee";"";"";"Haus des Dokumentarfilms";"1"
"Wald";"";"";"Haus des Dokumentarfilms";"20"
"Waldarbeiter";"";"";"Haus des Dokumentarfilms";"5"
"Waldenburg";"";"";"Haus des Dokumentarfilms";"2"
"Waldheim";"";"";"Haus des Dokumentarfilms";"4"
"Waldhoer, Eleonore";"";"";"Haus des Dokumentarfilms";"2"
"Waldhäuser Ost";"";"";"Haus des Dokumentarfilms";"1"
"Waldhäuser-Ost";"";"";"Haus des Dokumentarfilms";"2"
"Waldrapp";"";"";"Haus des Dokumentarfilms";"1"
"Waldshut";"";"";"Haus des Dokumentarfilms";"1"
"Waldsterben";"4117580-3";"avefi:GNDResource";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"2"
"Waldtann";"";"";"Haus des Dokumentarfilms";"1"
"Waldwirtschaft";"";"";"Technische Informationsbibliothek (TIB)";"2"
"Walfang";"";"";"Haus des Dokumentarfilms";"1"
"Walhalla";"";"";"Haus des Dokumentarfilms";"1"
"Walheim";"";"";"Haus des Dokumentarfilms";"1"
"Wallfahrtskirche  Vierzehnheiligen";"";"";"Haus des Dokumentarfilms";"1"
"Walsertal";"";"";"Haus des Dokumentarfilms";"1"
"Walze";"";"";"Haus des Dokumentarfilms";"1"
"Wanderarbeit";"";"";"Haus des Dokumentarfilms";"2"
"Wanderarbeiter";"";"";"Haus des Dokumentarfilms";"1"
"Wanderer";"";"";"Haus des Dokumentarfilms";"2"
"Wanderfalke";"";"";"Haus des Dokumentarfilms";"1"
"Wandergruppe";"";"";"Haus des Dokumentarfilms";"1"
"Wandern";"";"";"Haus des Dokumentarfilms";"54"
"Wanderung";"";"";"Haus des Dokumentarfilms";"67"
"Wanderzirkus";"";"";"Haus des Dokumentarfilms";"1"
"Wangenhof";"";"";"Haus des Dokumentarfilms";"1"
"Wangerooge";"";"";"Haus des Dokumentarfilms";"2"
"Wannsee";"";"";"Haus des Dokumentarfilms";"1"
"Wannweil";"";"";"Haus des Dokumentarfilms";"1"
"Wappen";"";"";"Haus des Dokumentarfilms";"1"
"Warin";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Warschau";"";"";"Haus des Dokumentarfilms";"1"
"Wartbergfreibad";"";"";"Haus des Dokumentarfilms";"1"
"Wartung";"";"";"Haus des Dokumentarfilms";"1"
"Waschmaschine";"";"";"Haus des Dokumentarfilms";"1"
"Waschung, rituelle";"";"";"Technische Informationsbibliothek (TIB)";"2"
"Wasen";"";"";"Haus des Dokumentarfilms";"2"
"Washington";"";"";"Haus des Dokumentarfilms";"3"
"Wasser";"";"";"Haus des Dokumentarfilms";"11"
"Wasserball";"";"";"Haus des Dokumentarfilms";"1"
"Wasserbelastung";"";"";"Haus des Dokumentarfilms";"1"
"Wasserburg";"";"";"Haus des Dokumentarfilms";"4"
"Wasserenergie";"";"";"Haus des Dokumentarfilms";"4"
"Wasserfahrzeuge";"";"";"Technische Informationsbibliothek (TIB)";"5"
"Wasserfall";"";"";"Haus des Dokumentarfilms";"10"
"Wasserflugzeug";"";"";"Haus des Dokumentarfilms";"1"
"Wasserkraft";"";"";"Haus des Dokumentarfilms";"5"
"Wasserkraftanlage";"";"";"Haus des Dokumentarfilms";"3"
"Wasserkraftwerk";"";"";"Haus des Dokumentarfilms";"14"
"Wasserkuppe";"";"";"Haus des Dokumentarfilms";"4"
"Wasserski";"";"";"Haus des Dokumentarfilms";"2"
"Wassersport";"";"";"Haus des Dokumentarfilms";"15"
"Wassertransport";"";"";"Technische Informationsbibliothek (TIB)";"7"
"Wasserverkehr";"";"";"Haus des Dokumentarfilms";"1"
"Wasserversorgung";"";"";"Haus des Dokumentarfilms";"4"
"Wasservogel";"";"";"Haus des Dokumentarfilms";"1"
"Wasserwerfer";"";"";"Haus des Dokumentarfilms";"2"
"Wasserwerk";"";"";"Haus des Dokumentarfilms";"2"
"Wassiljewitsch, Iwan";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Wasungen";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Wattenmeer";"";"";"Haus des Dokumentarfilms";"1"
"Wayne, John";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Weberei";"4064898-9";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"2"
"Wedel";"";"";"Haus des Dokumentarfilms";"1"
"Wedewardt, Heinz";"";"";"Haus des Dokumentarfilms";"1"
"Wegziehspiel";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Wehr";"";"";"Haus des Dokumentarfilms";"1"
"Wehrmacht";"";"";"Haus des Dokumentarfilms";"96"
"Wehrmacht (Deutsches Reich)";"26159-2";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Weier";"";"";"Haus des Dokumentarfilms";"1"
"Weigelt, Willi";"";"";"Haus des Dokumentarfilms";"2"
"Weihe / Kanu";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Weihnachten";"";"";"Haus des Dokumentarfilms";"113"
"Weihnachtsbasar";"";"";"Haus des Dokumentarfilms";"1"
"Weihnachtsbaum";"";"";"Haus des Dokumentarfilms";"3"
"Weihnachtsgans";"";"";"Haus des Dokumentarfilms";"1"
"Weihnachtsmarkt";"";"";"Haus des Dokumentarfilms";"2"
"Weihnachtsplätzchen";"";"";"Haus des Dokumentarfilms";"1"
"Weihrauch";"";"";"Technische Informationsbibliothek (TIB)";"2"
"Weihwasser";"";"";"Technische Informationsbibliothek (TIB)";"2"
"Weil am Rhein";"";"";"Haus des Dokumentarfilms";"1"
"Weil der Stadt";"";"";"Haus des Dokumentarfilms";"5"
"Weilheim";"";"";"Haus des Dokumentarfilms";"1"
"Weimar";"4065105-8";"avefi:GNDResource";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"3"
"Weimarer Republik";"";"";"Haus des Dokumentarfilms";"67"
"Wein";"";"";"Haus des Dokumentarfilms";"10"
"Weinanbau";"";"";"Haus des Dokumentarfilms";"1"
"Weinbau";"";"";"Haus des Dokumentarfilms";"14"
"Weinbaubetrieb";"";"";"Haus des Dokumentarfilms";"1"
"Weinberg";"";"";"Haus des Dokumentarfilms";"12"
"Weindorf";"";"";"Haus des Dokumentarfilms";"1"
"Weinessig";"";"";"Haus des Dokumentarfilms";"2"
"Weingarten";"";"";"Haus des Dokumentarfilms";"3"
"Weingärtner Fest";"";"";"Haus des Dokumentarfilms";"1"
"Weinlese";"";"";"Haus des Dokumentarfilms";"8"
"Weinlesefest";"";"";"Haus des Dokumentarfilms";"1"
"Weinsberg";"";"";"Haus des Dokumentarfilms";"2"
"Weinstadt";"";"";"Haus des Dokumentarfilms";"1"
"Weiser, Gerhard";"";"";"Haus des Dokumentarfilms";"1"
"Weisweil";"";"";"Haus des Dokumentarfilms";"8"
"Weizen";"";"";"Haus des Dokumentarfilms";"1"
"Weißenburg";"";"";"Haus des Dokumentarfilms";"1"
"Weißenhofsiedlung";"";"";"Haus des Dokumentarfilms";"1"
"Weißensee";"";"";"Haus des Dokumentarfilms";"1"
"Weißes Haus";"";"";"Haus des Dokumentarfilms";"1"
"Weißes Haus (Regierungssitz)";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Weißrussland";"";"";"Haus des Dokumentarfilms";"3"
"Wekwerth, Martin";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Wellenbad";"";"";"Haus des Dokumentarfilms";"1"
"Wellensittich";"";"";"Haus des Dokumentarfilms";"1"
"Welschensteinach";"";"";"Haus des Dokumentarfilms";"1"
"Welschensteinbach";"";"";"Haus des Dokumentarfilms";"1"
"Welt";"";"";"Haus des Dokumentarfilms";"1"
"Weltausstellung";"";"";"Haus des Dokumentarfilms";"9"
"Weltbild, buddhistisches";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Weltenburg";"";"";"Haus des Dokumentarfilms";"1"
"Weltjugendfestspiele";"";"";"Haus des Dokumentarfilms";"1"
"Weltkrieg";"";"";"Haus des Dokumentarfilms";"5"
"Weltkrieg <1914-1918>";"4079163-4";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"8"
"Weltkrieg <1939-1945>";"4079167-1";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"32"
"Weltmeister";"";"";"Haus des Dokumentarfilms";"1"
"Weltmeisterschaft";"";"";"Haus des Dokumentarfilms";"2"
"Weltraumfahrt";"";"";"Haus des Dokumentarfilms";"1"
"Weltreligionen";"";"";"Technische Informationsbibliothek (TIB)";"12"
"Weltwirtschaft";"";"";"Haus des Dokumentarfilms";"2"
"Weltwirtschaftsordnung";"";"";"Haus des Dokumentarfilms";"2"
"Welzheim";"";"";"Haus des Dokumentarfilms";"1"
"Wende und friedliche Revolution in der DDR";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"4"
"Wendehaken";"";"";"Haus des Dokumentarfilms";"1"
"Werbefilm";"";"";"Haus des Dokumentarfilms";"28"
"Werbeindustrie";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Werbung";"";"";"Haus des Dokumentarfilms";"32"
"Werenwag";"";"";"Haus des Dokumentarfilms";"1"
"Werk";"";"";"Haus des Dokumentarfilms";"1"
"Werkstatt";"";"";"Haus des Dokumentarfilms";"2"
"Werkstoff";"";"";"Haus des Dokumentarfilms";"1"
"Werkstoffwissenschaften";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Werkzeug";"";"";"Haus des Dokumentarfilms, Technische Informationsbibliothek (TIB)";"5"
"Wernigerode";"";"";"Haus des Dokumentarfilms";"1"
"Werra";"";"";"Haus des Dokumentarfilms";"1"
"Wertheim";"";"";"Haus des Dokumentarfilms";"2"
"Weser";"";"";"Haus des Dokumentarfilms";"1"
"Weserbergland";"";"";"Haus des Dokumentarfilms";"1"
"West Point";"";"";"Haus des Dokumentarfilms";"3"
"Westafrika";"";"";"Haus des Dokumentarfilms";"1"
"Westbengalen";"";"";"Haus des Dokumentarfilms";"2"
"Westberlin";"";"";"Haus des Dokumentarfilms";"1"
"Westerland";"";"";"Haus des Dokumentarfilms";"2"
"Westerwald";"";"";"Haus des Dokumentarfilms";"1"
"Westfront";"";"";"Haus des Dokumentarfilms";"1"
"Westgartshausen";"";"";"Haus des Dokumentarfilms";"1"
"Westmark";"";"";"Haus des Dokumentarfilms";"1"
"Westwall";"";"";"Haus des Dokumentarfilms";"4"
"Wettbewerb";"";"";"Haus des Dokumentarfilms";"27"
"Wettbewerb,";"";"";"Haus des Dokumentarfilms";"22"
"Wetter";"";"";"Haus des Dokumentarfilms";"3"
"Wetterbildung";"";"";"Haus des Dokumentarfilms";"2"
"Wettkampf";"";"";"Haus des Dokumentarfilms";"20"
"Wettrennen";"";"";"Haus des Dokumentarfilms";"1"
"Wickeltechnik";"";"";"Haus des Dokumentarfilms";"1"
"Widerstand";"4079262-6";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"12"
"Wiederaufbau";"";"";"Haus des Dokumentarfilms";"31"
"Wiedervereinigung";"";"";"Haus des Dokumentarfilms";"1"
"Wien";"";"";"Haus des Dokumentarfilms";"22"
"Wiener Kongress";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Wiesbaden";"";"";"Haus des Dokumentarfilms";"3"
"Wiese";"4066052-7";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Wiesensteig";"";"";"Haus des Dokumentarfilms";"2"
"Wiesental";"";"";"Haus des Dokumentarfilms";"1"
"Wiesenttalbahn";"";"";"Haus des Dokumentarfilms";"1"
"Wieskirche";"";"";"Haus des Dokumentarfilms";"1"
"Wild";"";"";"Haus des Dokumentarfilms";"1"
"Wildbach";"";"";"Haus des Dokumentarfilms";"1"
"Wildbad";"";"";"Haus des Dokumentarfilms";"6"
"Wildberg";"";"";"Haus des Dokumentarfilms";"4"
"Wildbeuter";"";"";"Technische Informationsbibliothek (TIB)";"8"
"Wildenstein";"";"";"Haus des Dokumentarfilms";"3"
"Wilder Kaiser";"";"";"Haus des Dokumentarfilms";"1"
"Wilderei";"4655766-0";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Wilderer";"4189892-8";"avefi:GNDResource";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"2"
"Wildflecken";"";"";"Haus des Dokumentarfilms";"1"
"Wildhaus";"";"";"Haus des Dokumentarfilms";"1"
"Wildpark";"";"";"Haus des Dokumentarfilms";"5"
"Wildschwein";"";"";"Haus des Dokumentarfilms";"5"
"Wildwasserrennen";"";"";"Haus des Dokumentarfilms";"1"
"Wilhelm Gustloff";"";"";"Haus des Dokumentarfilms";"1"
"Wilhelm II. von Württemberg";"";"";"Haus des Dokumentarfilms";"1"
"Wilhelma";"";"";"Haus des Dokumentarfilms";"14"
"Williams, Esther";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Wimmersbüll";"";"";"Haus des Dokumentarfilms";"1"
"Wimsener Höhle";"";"";"Haus des Dokumentarfilms";"2"
"Windmühle";"";"";"Haus des Dokumentarfilms";"1"
"Windsor, Edward Herzog von";"";"";"Haus des Dokumentarfilms";"1"
"Winnenden";"";"";"Haus des Dokumentarfilms";"1"
"Winnipeg";"";"";"Haus des Dokumentarfilms";"1"
"Winter";"";"";"Haus des Dokumentarfilms";"84"
"Winterbach";"";"";"Haus des Dokumentarfilms";"2"
"Winterhilfswerk";"";"";"Haus des Dokumentarfilms";"3"
"Wintersport";"";"";"Haus des Dokumentarfilms";"63"
"Winzer";"";"";"Haus des Dokumentarfilms";"3"
"Wirbelsturm";"";"";"Haus des Dokumentarfilms";"1"
"Wirtschaft";"4066399-1";"avefi:GNDResource";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"10"
"Wirtschaft (Ethnologie)";"";"";"Technische Informationsbibliothek (TIB)";"66"
"Wirtschaft > Arbeit";"";"";"Haus des Dokumentarfilms";"5"
"Wirtschaft > Bauwirtschaft";"";"";"Haus des Dokumentarfilms";"11"
"Wirtschaft > Beruf";"";"";"Haus des Dokumentarfilms";"1"
"Wirtschaft > Handel";"";"";"Haus des Dokumentarfilms";"3"
"Wirtschaft > Handwerk";"";"";"Haus des Dokumentarfilms";"2"
"Wirtschaft > Landwirtschaft";"";"";"Haus des Dokumentarfilms";"19"
"Wirtschaft > Tourismus";"";"";"Haus des Dokumentarfilms";"1"
"Wirtschaft > Unternehmen";"";"";"Haus des Dokumentarfilms";"3"
"Wirtschaftsbranche";"";"";"Haus des Dokumentarfilms";"33"
"Wirtschaftsjunioren Deutschland (WJD)";"";"";"Haus des Dokumentarfilms";"1"
"Wirtschaftskrise";"4066466-1";"avefi:GNDResource";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"7"
"Wirtschaftsunternehmen";"";"";"Haus des Dokumentarfilms";"63"
"Wirtschaftswunder";"4190081-9";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"2"
"Wismar";"";"";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"3"
"Wissembourg";"";"";"Haus des Dokumentarfilms";"2"
"Wissenschaft";"";"";"Haus des Dokumentarfilms";"2"
"Wissenschaft und Forschung > Geisteswissenschaft";"";"";"Haus des Dokumentarfilms";"1"
